id,name,department,salary
209903,Roark,100003,197473
839998,Casteel,100004,114630
686422,Sepulveda,100001,185766
992581,Thach,100002,134536
482254,Linares,100003,111691
955454,Hershberger,100004,99826
431418,Contreras,100001,126623
816839,Doody,100002,182630
498410,Corbett,100003,75419
884634,Barone,100004,84617
933157,Gillman,100001,104318
443782,Mestas,100002,173331
221099,Breen,100003,51948
794910,Cowans,100004,189132
633970,Waites,100001,48472
601977,Baty,100002,87782
409055,Klatt,100003,147851
243410,Rayfield,100004,103650
695802,Duenas,100001,58235
972253,Shipley,100002,198534
519798,Walls,100003,75480
913133,Meade,100004,61114
347441,Tilton,100001,44788
812693,Lake,100002,62039
390189,Dilley,100003,95471
682388,Sledge,100004,89619
453958,Falkner,100001,53843
694749,Ortiz,100002,111161
361426,Dampier,100003,79239
360906,Liston,100004,104917
197264,Wooley,100001,148147
906018,Scalf,100002,87666
737384,Bautista,100003,51481
870402,Moralez,100004,42915
201113,Luis,100001,169973
964133,Lemke,100002,74728
576277,Lyon,100003,132678
647343,Watson,100004,192179
544985,Mcelroy,100001,183628
241761,Grenier,100002,129428
260103,Buchanan,100003,41586
379067,Pickering,100004,126428
777980,Mattingly,100001,157949
591604,Cota,100002,115251
730758,Brake,100003,77750
851003,Meacham,100004,77040
154927,Cuff,100001,168808
304731,Villanueva,100002,54590
281697,Burford,100003,63989
127222,Hicks,100004,105549
761383,Hines,100001,161602
735581,Thorne,100002,41245
460718,Stepp,100003,88908
730999,Mitchel,100004,116143
194190,Jaquez,100001,73765
704737,Polley,100002,192920
639404,Smythe,100003,169392
158701,Verret,100004,68168
464254,Weiler,100001,157260
901707,Baber,100002,163726
804787,Mingo,100003,113106
282559,Huynh,100004,68627
232653,Ragland,100001,61079
509922,Lujan,100002,136681
128798,Russo,100003,60998
975676,Camara,100004,184677
602306,Broadnax,100001,193750
276180,Wheat,100002,96209
204371,Remington,100003,109797
181463,Banda,100004,136133
465194,Harney,100001,85827
468983,Bayer,100002,100640
503785,Rossman,100003,134512
427538,Linden,100004,147965
960694,Nowell,100001,152400
836865,Gower,100002,114710
281432,Thelen,100003,130934
450715,Woodyard,100004,82801
378358,Schmitz,100001,135588
788952,Herrin,100002,42062
698826,Ohara,100003,118135
377569,Armistead,100004,53424
838465,Pinson,100001,147040
686626,Findlay,100002,117746
949598,Kurtz,100003,80969
904985,Alderman,100004,115273
972580,Haworth,100001,150438
690748,Noel,100002,60714
828940,Naumann,100003,112571
925162,Troxell,100004,158944
381885,Allard,100001,123996
719994,Bustos,100002,186330
858608,Harden,100003,116857
706165,Abrego,100004,162689
762182,Wheaton,100001,102957
631404,Bennet,100002,158861
856366,Kornegay,100003,191024
850264,Ewald,100004,164915
140000,Raines,100001,102097
623167,Michaelson,100002,183980
505426,Pires,100003,88049
585592,Lowder,100004,116688
664265,Orcutt,100001,78222
970728,Stringfellow,100002,161267
146120,Evenson,100003,159195
724489,Vansickle,100004,94229
620188,Irizarry,100001,92671
207343,Dunton,100002,156709
900900,Tiller,100003,96500
621826,Cauley,100004,71413
887596,Book,100001,193813
637973,Sweatt,100002,115199
577110,Levine,100003,115289
688898,Romans,100004,52275
954827,Potts,100001,179548
742054,Pyatt,100002,93035
458660,Trost,100003,96663
685091,Nolin,100004,83504
488166,Jack,100001,199806
242949,Batts,100002,50422
764353,Whittemore,100003,50008
898437,Beall,100004,146946
234629,Throckmorton,100001,119052
955164,Snyder,100002,163973
772890,Snowden,100003,135490
881724,Spratt,100004,92101
480296,Griswold,100001,198781
742686,Glassman,100002,59203
947866,Valenzuela,100003,86556
188610,Chamberlain,100004,88630
619751,Wertz,100001,60014
143982,Leach,100002,163039
840551,Pettiford,100003,112434
220841,Colman,100004,158846
725532,Salmons,100001,85813
330328,Ochoa,100002,56307
770444,Cress,100003,80635
964366,Mori,100004,70219
673127,Puente,100001,143763
397483,Bundy,100002,66246
172494,Gagne,100003,179450
614334,Vestal,100004,67877
377086,Harbin,100001,108484
212905,Lock,100002,179000
610993,Roseboro,100003,180450
755651,Boatwright,100004,47103
249357,Batchelor,100001,104125
818533,Dolan,100002,112114
126793,Hargett,100003,180990
210205,Tweedy,100004,45837
990948,Chang,100001,146869
611338,Heron,100002,67045
251198,Araujo,100003,106703
661859,Vandyke,100004,137174
939153,Timm,100001,147429
634996,Roebuck,100002,81655
797631,Haywood,100003,54005
948126,Busch,100004,41866
748107,Ozuna,100001,113548
315991,Matney,100002,62711
208854,Steffen,100003,192597
462938,Woodrum,100004,60821
291560,Dann,100001,72503
533069,Donato,100002,178387
570859,Waldman,100003,67952
114988,Schaal,100004,127605
232329,Dias,100001,193600
686674,Hills,100002,170762
404533,Simoneau,100003,183834
841612,Timberlake,100004,180936
258402,Cusick,100001,150675
435062,Christy,100002,148324
123993,Gossett,100003,104782
567128,Millner,100004,97193
207939,Tague,100001,124600
763749,Leclerc,100002,138464
606031,Vo,100003,118619
272275,Mardis,100004,142909
527611,Sandusky,100001,85773
832729,Benham,100002,159982
203997,Kirkpatrick,100003,58948
508106,Tu,100004,187273
286482,Burbank,100001,76628
379250,Rau,100002,175582
872809,Thacker,100003,87655
798763,Murphey,100004,74629
745456,Wesson,100001,54126
565044,Hays,100002,84376
293943,Fasano,100003,77404
155369,Wolf,100004,196983
260057,Pimentel,100001,92262
601319,Matson,100002,74382
222663,Guillermo,100003,154145
478802,Fenske,100004,186490
960982,Pedraza,100001,144562
818207,Doherty,100002,55023
835238,Sherlock,100003,159603
406920,Charron,100004,47965
545767,Mcmaster,100001,166581
623097,Bent,100002,89630
631721,Dowd,100003,113790
939562,Ecker,100004,51379
292678,Gantz,100001,118407
236747,Sevier,100002,67939
116508,Howie,100003,77497
619098,Mcchesney,100004,184360
852377,Million,100001,167161
873838,Seabolt,100002,58592
367778,Diep,100003,54796
710991,Calderon,100004,124690
928478,Born,100001,129492
701308,Cato,100002,61638
940273,Herod,100003,95541
828793,Vasques,100004,52808
624768,Falco,100001,74082
796685,Brodsky,100002,121033
656963,Leggett,100003,117865
114703,Moreau,100004,64311
570206,Olsen,100001,164144
661977,Cooper,100002,157137
400716,Castleman,100003,90686
420121,Nunnery,100004,102450
377260,Smythe,100001,59921
182002,Howells,100002,159218
794849,Fortney,100003,96200
819536,Lamm,100004,90634
878017,Kelleher,100001,121190
916061,Jaeger,100002,97950
994799,Halle,100003,112387
346640,Salisbury,100004,104927
360290,Vestal,100001,89757
500710,Alderson,100002,197914
368675,Keefer,100003,155505
952659,Colwell,100004,106549
803734,Duvall,100001,51959
608094,Isham,100002,130094
400039,Diorio,100003,142596
909132,Doiron,100004,194379
115956,Whitaker,100001,161168
904283,Kutz,100002,164385
590680,Liddle,100003,113981
877354,Welch,100004,97448
590847,Purvis,100001,80281
340938,Magruder,100002,122084
807842,Bish,100003,175766
422267,Beaudette,100004,147446
700249,Sales,100001,64231
446976,Teeters,100002,128398
298105,Harry,100003,162334
970791,Quinonez,100004,51219
441179,Arciniega,100001,162481
842459,Roybal,100002,124936
479060,Veach,100003,138851
992381,Niles,100004,103270
683048,Leboeuf,100001,101525
308041,Moseley,100002,62217
842078,Gosselin,100003,143764
290695,Windle,100004,198256
959331,Osborn,100001,167389
743300,Anders,100002,132166
410653,Burney,100003,131303
961923,Vandiver,100004,163491
148119,Mcvey,100001,48128
680623,Pemberton,100002,80610
309839,Schade,100003,113977
575348,Keating,100004,131446
930458,Herbert,100001,116333
576879,Ketchum,100002,159788
335696,Bigler,100003,185077
687230,Campion,100004,152249
248675,Delatorre,100001,191620
327306,Ito,100002,40841
191404,Labonte,100003,101174
465809,Rosenblum,100004,166182
431384,Shealy,100001,103140
557174,Nick,100002,166319
945593,Mcneese,100003,184624
316304,Borchers,100004,176186
985150,Maxfield,100001,132076
580122,Watt,100002,102676
490680,Farthing,100003,186060
394803,Roemer,100004,140354
386154,Gholston,100001,54139
134270,Tingle,100002,132775
778975,Farwell,100003,106898
233261,Blackshear,100004,64440
760754,Simmon,100001,142075
451659,Boughton,100002,168382
169907,Wojcik,100003,101836
364502,Covarrubias,100004,134353
343813,Towle,100001,128159
216588,Hays,100002,142670
221690,Rivera,100003,101352
613882,Mohler,100004,88655
381479,Doctor,100001,126696
635058,Mix,100002,122721
260768,Franklin,100003,114206
390963,Gilson,100004,71069
700629,Mohler,100001,156526
948660,Rascon,100002,142021
173479,Carver,100003,89940
981170,Nelson,100004,82970
833869,Southworth,100001,183517
392907,Mota,100002,72962
753281,Galicia,100003,141375
948578,Coolidge,100004,115893
477868,Saez,100001,43069
377793,Laws,100002,179344
714638,Brant,100003,167114
649795,Ricciardi,100004,164027
173913,Banner,100001,42615
668347,Cate,100002,108869
151353,Mortenson,100003,154043
747853,Honaker,100004,116716
432909,Nuss,100001,164118
231853,Fiske,100002,165652
661572,Middleton,100003,199828
948317,Tinker,100004,170964
193712,Hermes,100001,106570
973966,Hailey,100002,62709
361667,Cosgrove,100003,95415
735400,Roger,100004,163928
837020,Gabbard,100001,168498
141483,Friedman,100002,114464
677909,Funk,100003,67534
330294,Weldon,100004,65422
643701,Montanez,100001,90458
725127,Bronson,100002,69246
915908,Rideout,100003,121194
982836,Eyler,100004,190419
142023,Darr,100001,177540
751212,Almond,100002,61793
163390,Karr,100003,62186
152063,Wines,100004,171544
565980,Bonney,100001,61859
573308,Paiz,100002,165747
304092,Howze,100003,199583
242329,Nygaard,100004,51580
758075,Rawlings,100001,65069
608352,Hardie,100002,146156
364976,Antonio,100003,168238
672740,Wilk,100004,135969
516539,Offutt,100001,40850
183872,Mcdougall,100002,51976
863459,Magana,100003,191285
835494,Mccants,100004,85303
609221,Silvas,100001,177417
162987,Benavidez,100002,48568
376851,Mckissick,100003,142641
609770,Kilgore,100004,127837
343033,Couture,100001,80010
458295,Griffey,100002,130201
334027,Benge,100003,89502
208947,Saldivar,100004,71978
688950,Eaddy,100001,133408
434650,Mcgough,100002,192547
251533,Kittle,100003,74848
250048,Seeger,100004,118791
518120,Otto,100001,184417
423052,Cusack,100002,145185
303035,Backus,100003,99939
267634,Lalonde,100004,114495
171308,Kyser,100001,184374
790094,Fontanez,100002,64104
555427,Gaynor,100003,146816
116577,Buller,100004,122969
806121,Getz,100001,71647
340732,Anselmo,100002,64195
427167,Runion,100003,80799
708171,Soule,100004,78245
410895,Royal,100001,174140
276627,Lebeau,100002,51758
146607,Williams,100003,72993
524026,Coons,100004,117013
707472,Kiger,100001,51781
376697,Noles,100002,156998
654775,Kenney,100003,102784
352172,Real,100004,151118
942868,Redd,100001,99035
733227,Slaughter,100002,86524
174813,Engleman,100003,140336
245399,Beverly,100004,120063
792050,Bowden,100001,147396
154647,Witter,100002,115856
781430,Withrow,100003,49097
257363,Larkins,100004,123506
816271,Keim,100001,187889
123867,Collett,100002,41917
970339,Shaffer,100003,168297
512033,Vanbuskirk,100004,113760
476957,Clower,100001,173570
978834,Christmas,100002,95538
894372,Gerry,100003,175443
606469,Pape,100004,108298
816261,Rice,100001,182028
981969,Fillmore,100002,133954
710702,Perrine,100003,68827
124710,Council,100004,122245
248736,Hambrick,100001,137881
945178,Ralph,100002,153309
928064,Vanhorn,100003,70023
262772,Dorr,100004,140886
352995,Reddy,100001,55279
188175,Menchaca,100002,41149
309532,Patten,100003,86382
342543,Shook,100004,132158
330046,Tetreault,100001,160407
719045,Spalding,100002,168933
219745,Mcquade,100003,173541
770109,Capel,100004,99159
572739,Dowell,100001,93974
970350,Bartz,100002,104519
305457,Sperling,100003,77914
882981,Vela,100004,172641
235208,Lansing,100001,73726
424132,Fogel,100002,84676
620543,Aldana,100003,99200
575093,Rothstein,100004,103509
357872,Lai,100001,176939
903580,Cowart,100002,127579
417660,Warren,100003,72876
366249,Peak,100004,75331
992434,Sublett,100001,142918
975804,Labonte,100002,145306
717698,Galbreath,100003,152704
804896,Pickle,100004,116827
326883,Nielson,100001,175502
354618,Amaral,100002,96343
879215,Elbert,100003,193223
315351,Leith,100004,194374
254936,Coulter,100001,185559
969981,Tullis,100002,178086
723449,Roper,100003,132255
378354,Reynoso,100004,184503
612152,Boardman,100001,193491
259663,Priest,100002,99330
214862,Roark,100003,93404
267180,Witcher,100004,46405
745371,Cobos,100001,131728
683138,Borst,100002,152782
252814,Toliver,100003,48555
894859,Herbst,100004,194427
415500,Schnell,100001,167234
791024,Campion,100002,87553
129894,Evans,100003,160376
883627,Redden,100004,150569
922506,Ball,100001,104003
738973,Radcliff,100002,101660
545810,Vetter,100003,44810
856582,Grimaldi,100004,116990
230418,Brandt,100001,105560
912676,Self,100002,114528
621275,Macedo,100003,153590
840474,Houghton,100004,188505
758997,Towery,100001,177462
775074,Goodnight,100002,199487
467455,Holley,100003,156723
557360,Holmquist,100004,85083
508729,Wheat,100001,169797
602483,Bullins,100002,96272
422077,Perron,100003,85000
827390,Easley,100004,44352
408055,Cousin,100001,139683
776250,Marciano,100002,43526
507766,Dorton,100003,72494
749361,Nail,100004,154097
327255,Harold,100001,113772
407756,Schneider,100002,51299
112596,Thompson,100003,139059
436825,Wagstaff,100004,44754
647893,Andre,100001,50744
630086,Caceres,100002,173545
559538,Bucci,100003,172829
420869,Parson,100004,61921
498930,Hitchcock,100001,163814
111914,Gooden,100002,180626
787014,Crowe,100003,112720
386226,Worth,100004,78849
659500,Poynter,100001,163225
571393,Cooney,100002,71808
362788,Pettus,100003,170930
796275,Cooke,100004,108947
461689,Linden,100001,138751
956711,Lyle,100002,147767
942295,Atchison,100003,135436
295818,Rangel,100004,158279
248866,Cooley,100001,42200
737757,Lepore,100002,163082
838089,Cannon,100003,152499
447193,Cotton,100004,118066
500688,Cullum,100001,169912
753344,Mccollough,100002,118739
478177,Bravo,100003,109160
910827,Janssen,100004,177184
291425,Newland,100001,85252
725097,Lander,100002,134631
975460,Haas,100003,175742
181350,Crump,100004,154667
414971,Coffin,100001,141123
549122,Beckman,100002,42057
252734,Nunnally,100003,108346
990368,Fleury,100004,152205
509833,Hough,100001,162456
921002,Roman,100002,136222
945471,Robison,100003,191360
820359,Hardnett,100004,126642
850806,Caines,100001,88714
627466,Pellegrini,100002,48737
749038,Barber,100003,139947
418556,Jimerson,100004,142481
807302,Grenier,100001,176391
282502,Vandyke,100002,60120
765920,Reimers,100003,122556
977503,Shelley,100004,184381
190573,Leos,100001,121513
952352,Alsup,100002,52295
741830,Bush,100003,63414
648949,Baca,100004,169655
823155,Poore,100001,142135
336072,Hornback,100002,101091
746267,Greenhaw,100003,105034
168840,Whetstone,100004,160775
330537,Shelton,100001,180847
723865,Busse,100002,148746
408626,Crutcher,100003,150704
704550,Merrill,100004,137867
377270,Patel,100001,107266
288745,Gustin,100002,196401
154308,Healey,100003,86997
146541,Pfeiffer,100004,131214
903078,Wilfong,100001,120545
600427,Deacon,100002,56604
885277,Cofield,100003,46266
288920,Macpherson,100004,73756
803414,Larue,100001,71863
139218,Schubert,100002,105814
327282,Jarmon,100003,69147
898886,Tedford,100004,173589
610018,Stackhouse,100001,106935
476569,Emery,100002,156889
265967,Kuehl,100003,127056
230617,Messick,100004,46464
949245,Minton,100001,68503
233411,Cintron,100002,131597
671873,Ruffin,100003,184690
205824,Colson,100004,128291
333736,Mondragon,100001,58844
816265,Brady,100002,133112
269881,Doyon,100003,142527
260977,Campo,100004,87632
287417,Kline,100001,82265
820022,Hensel,100002,78514
886433,Mather,100003,139326
305635,Jacinto,100004,158211
914943,Yocum,100001,47602
430715,Verdugo,100002,171291
463424,Belknap,100003,94630
347449,Arenas,100004,111401
248921,Freeland,100001,130726
717193,Battles,100002,133834
516533,Radford,100003,91260
339380,Berner,100004,188738
930464,Woodcock,100001,57036
478338,Philpot,100002,79941
482447,Yoon,100003,157820
249147,Mcgaha,100004,154410
223080,Reid,100001,183966
423623,Najera,100002,147319
288302,Benavides,100003,91194
350894,Koller,100004,147763
693231,Leonardo,100001,63475
464777,Lindsey,100002,170079
476689,Benedetto,100003,119049
850186,Dunleavy,100004,135800
668661,Twomey,100001,84560
785231,Hanna,100002,191237
775092,Bazemore,100003,162332
842348,Easterling,100004,45677
918956,Straub,100001,115747
465118,Harman,100002,55218
665336,Gaona,100003,97771
159681,Freeze,100004,97212
891653,Johanson,100001,107590
772938,Mcnamara,100002,160352
175253,Emanuel,100003,60376
552022,Cornejo,100004,55372
503907,Kline,100001,95178
679449,Carey,100002,171376
892570,Raymond,100003,145939
867301,Weidman,100004,122787
378602,Ezell,100001,80631
593775,Collum,100002,171931
978801,Sell,100003,153531
454311,Tynes,100004,112237
524907,Steinberg,100001,115599
988411,Butts,100002,97067
183132,Brotherton,100003,168006
121050,Throckmorton,100004,99164
129942,Schoonmaker,100001,103763
357551,Polite,100002,165739
634089,Sherwood,100003,62498
648605,Grabowski,100004,154164
239334,Merino,100001,123337
508758,Kindle,100002,73307
742316,Wisner,100003,160924
638376,Adames,100004,115486
437773,Satterfield,100001,149564
521297,Benefield,100002,144041
881132,Puryear,100003,180482
803741,Metzger,100004,41541
196234,Michalski,100001,137219
704466,Lucio,100002,123613
400418,Million,100003,134148
483949,Byars,100004,63392
441419,Flagg,100001,143110
555933,Heaton,100002,91603
196061,Coan,100003,153184
602446,Pelham,100004,117261
902984,Menke,100001,168575
497844,Spurling,100002,133999
168288,Bussard,100003,189631
625217,Napoli,100004,197024
349646,Kovacs,100001,41981
279602,Hammon,100002,55692
457780,Damico,100003,78809
185778,Underwood,100004,166714
603074,Bostick,100001,141232
269534,Engleman,100002,92981
237333,Scala,100003,121824
932405,Vining,100004,93021
996223,Napoleon,100001,76256
302112,Dabbs,100002,66072
281307,Pitt,100003,108060
597574,Bogan,100004,137791
164995,Ramsdell,100001,131518
525178,Sheehy,100002,171576
423958,Posner,100003,137682
622962,Neese,100004,170525
728804,Weiss,100001,188512
691607,Dineen,100002,55009
795549,Confer,100003,44138
673338,Guilford,100004,60881
860013,Twitty,100001,128262
562086,Hedrick,100002,163297
614016,Cardwell,100003,136658
483781,Burks,100004,171175
297825,Babineaux,100001,113826
530117,Obregon,100002,97269
754412,Lollis,100003,62749
151350,Forney,100004,128877
362173,Sprague,100001,112791
691456,Tsai,100002,44161
318355,Drain,100003,110705
648974,Phipps,100004,199113
634275,Stagner,100001,99777
135784,Chee,100002,170118
536802,Perrine,100003,152096
117115,Tolson,100004,137167
303855,Woodley,100001,138935
905040,Hillman,100002,52685
895049,Gehring,100003,64275
155436,Schall,100004,160979
627477,Adames,100001,186445
618418,Thornton,100002,73320
813291,Pace,100003,192880
781136,Lange,100004,43644
497991,Edmunds,100001,93020
430704,Brent,100002,129883
660505,Pettway,100003,94323
942836,Alaniz,100004,165914
236198,Carreon,100001,126405
768384,Bettis,100002,149142
323898,Sun,100003,198305
145582,Mcgehee,100004,48697
271405,Seibel,100001,93875
843535,Holly,100002,159271
667240,Vela,100003,150301
298066,Carvalho,100004,125559
933094,Poor,100001,104737
167712,Vanegas,100002,82349
766973,Marron,100003,74073
670958,Boden,100004,195219
687031,Branson,100001,92828
288062,Fenner,100002,46863
703882,Hassett,100003,114162
188574,Boling,100004,154054
815823,Nave,100001,179019
523434,Freed,100002,100207
132534,Chan,100003,178390
831655,Pabon,100004,128597
543914,Irvin,100001,113708
144930,Stapleton,100002,121178
628504,Gilliam,100003,40359
595698,Core,100004,168039
384816,Brasher,100001,199329
778692,Benavides,100002,92481
257819,Dolan,100003,121957
893734,Whittier,100004,136724
377211,Trejo,100001,172842
142003,Ives,100002,93229
813068,Wynne,100003,75847
847996,Millican,100004,126655
321066,Peters,100001,48243
223850,Teixeira,100002,171438
160624,Barta,100003,127977
692696,Kasten,100004,109991
235966,Marlin,100001,199059
576589,Colwell,100002,96533
810091,Hagler,100003,60076
954582,Sternberg,100004,111544
152782,Madrigal,100001,40843
718719,Mosely,100002,111843
928189,Rudy,100003,152155
966824,Wyatt,100004,101287
127558,Ford,100001,113686
982109,Steinberg,100002,127104
685980,Noriega,100003,85002
271794,Chauvin,100004,86845
477622,Weinberger,100001,44704
914773,Echeverria,100002,70960
828309,Tillman,100003,122692
246065,Montelongo,100004,86003
462143,Eisenberg,100001,70551
572538,Freeman,100002,123460
576585,Murray,100003,95077
614302,Rendon,100004,139200
740463,Myatt,100001,199907
255154,Fulford,100002,188558
198223,Fritz,100003,180292
629813,Knudson,100004,42030
719321,Legere,100001,55984
464630,Motley,100002,46614
242757,Zito,100003,127254
477331,Vargas,100004,77748
566741,Nurse,100001,199028
308006,Flood,100002,186899
111282,Boykins,100003,118158
231347,Pursley,100004,189761
781473,Lafreniere,100001,128812
566804,Boss,100002,120084
403680,Rueda,100003,70985
